Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,GPS,Elev(m),Open Date,Latitude,Longitude,lat,lon,year,month
"Spokane, WA",10506 W Aero Rd,Spokane,WA,99224,USA,8,250.0,"47.590359, -117.56168",739,2019-12-21,47.590359,-117.56168,47.590359,-117.56168,2019,12
"Meriden, CT",903 East Main St,Meriden,CT,6450,USA,8,250.0,"41.527018, -72.773982",98,2020-02-09,41.527018,-72.773982,41.527018,-72.773982,2020,2
"Flossmoor, IL",3800 Vollmer Rd,Flossmoor,IL,60422,USA,8,250.0,"41.529391, -87.709287",212,2020-06-19,41.529391,-87.709287,41.529391,-87.709287,2020,6
"Vancouver - NE Vancouver Mall Dr, WA",8700 NE Vancouver Mall Dr,Vancouver,WA,98662,USA,8,250.0,"45.659872, -122.582467",74,2020-03-24,45.659872,-122.582467,45.659872,-122.582467,2020,3
"Placerville - Broadway, CA",1184 Broadway,Placerville,CA,95667,USA,12,150.0,"38.730606, -120.788085",578,2019-08-31,38.730606,-120.788085,38.730606,-120.788085,2019,8
"Ontario, OR",243 NE East Ln,Ontario,OR,97914,USA,8,250.0,"44.025597, -116.942114",655,2020-09-03,44.025597,-116.942114,44.025597,-116.942114,2020,9
"Aire de Cambarette, France",Aire de Cambarette Nord A8,Brignoles,Provence-Alpes-C魌e d'Azur,83170,France,10,150.0,"43.424125, 5.989588",307,2019-07-20,43.424125,5.989588,43.424125,5.989588,2019,7
"Aire du Poulet de Bresse, France",A39 - Aire du Poulet de Bresse,Dommartin-l鑣-Cuiseaux,Bourgogne-Franche-Comt�,71480,France,10,150.0,"46.496179, 5.310394",209,2017-12-16,46.496179,5.310394,46.496179,5.310394,2017,12
"Alc醕er do Sal, Portugal",Avenida Jos� Saramago,Alcac閞 do Sal,Alentejo,7580-000,Portugal,10,150.0,"38.391941, -8.513867",60,2018-08-31,38.391941,-8.513867,38.391941,-8.513867,2018,8
"Keele - Southbound, UK","Welcome break southbound J 15/16. M6, Keele Motorway Services Area, Whitmore Road",Stoke-on-Trent,England,ST5 5HG,United Kingdom,4,150.0,"52.99413, -2.290797",155,2015-11-10,52.99413,-2.290797,52.99413,-2.290797,2015,11
"Eching, Germany",Dieselstra遝 3A,Eching,Bavaria,85386,Germany,12,250.0,"48.3076137, 11.6327579",464,2021-12-22,48.3076137,11.6327579,48.3076137,11.6327579,2021,12
"Gouda, Netherlands",Harderwijkweg 3,Gouda,South Holland,2803 PW,Netherlands,16,150.0,"52.022955, 4.684605",1,2019-03-13,52.022955,4.684605,52.022955,4.684605,2019,3
"Boulder, CO",29th St,Boulder,CO,80301,USA,10,150.0,"40.020306, -105.257028",1611,2018-05-30,40.020306,-105.257028,40.020306,-105.257028,2018,5
"Fort Lauderdale, FL",2620 W Broward Blvd,Fort Lauderdale,FL,33312,USA,8,250.0,"26.120885, -80.177098",2,2020-04-06,26.120885,-80.177098,26.120885,-80.177098,2020,4
"Clearwater, FL",26508 US Highway 19,Clearwater,FL,33761,USA,8,250.0,"28.013295, -82.736244",25,2020-02-18,28.013295,-82.736244,28.013295,-82.736244,2020,2
"Hattiesburg, MS",6109 US-98 W,Hattiesburg,MS,39402,USA,8,150.0,"31.322701, -89.38188",77,2019-11-24,31.322701,-89.38188,31.322701,-89.38188,2019,11
"San Diego - A Street, CA",1350 6th Ave,San Diego,CA,92101,USA,16,72.0,"32.719384, -117.159567",28,2018-06-27,32.719384,-117.159567,32.719384,-117.159567,2018,6
"Los Altos, CA",4800 El Camino Real,Los Altos,CA,94022,USA,16,72.0,"37.398894, -122.110682",24,2020-08-07,37.398894,-122.110682,37.398894,-122.110682,2020,8
"Washington, PA",331 Washington Rd,Washington,PA,15301,USA,8,250.0,"40.1873056, -80.2293889",370,2020-08-05,40.1873056,-80.2293889,40.1873056,-80.2293889,2020,8
"Mission Viejo, CA",555 Shops Blvd,Mission Viejo,CA,92691,USA,10,72.0,"33.557279, -117.668035",120,2020-03-25,33.557279,-117.668035,33.557279,-117.668035,2020,3
"North Canaan, CT",11 E Main St,Canaan,CT,6018,USA,8,250.0,"42.024331, -73.322684",207,2020-04-17,42.024331,-73.322684,42.024331,-73.322684,2020,4
"Lakewood, CO",14500 W Colfax Ave,Lakewood,CO,80401,USA,16,250.0,"39.733697, -105.154154",1750,2020-03-31,39.733697,-105.154154,39.733697,-105.154154,2020,3
"Easton, MD",7655 Ocean Gateway,Easton,MD,21601,USA,8,250.0,"38.759257, -76.061405",13,2020-05-28,38.759257,-76.061405,38.759257,-76.061405,2020,5
"Beijing - Wisdom Valley Yuejie, China","B2, Wisdom Valley Yuejie, No. 18 Yongrun Road, Haidian District, Beijing",Beijing,Beijing,,China,2,150.0,"40.095225, 116.23977",47,2023-01-10,40.095225,116.23977,40.095225,116.23977,2023,1
"Red Deer County, AB",179 Leva Ave,Red Deer County,AB,T4E 0A5,Canada,8,250.0,"52.216324, -113.815141",890,2019-12-20,52.216324,-113.815141,52.216324,-113.815141,2019,12
"Meihekou - Magnolia Hotel, China","No. 1, No. 2188, Kangmei Avenue, Meihekou City, Tonghua City, Jilin",Tonghua,Jilin,,China,3,250.0,"42.536449, 125.729069",321,2022-10-18,42.536449,125.729069,42.536449,125.729069,2022,10
"Roma - North, Italy","Centro commerciale 揚orta di Roma�, Yellow Car Parking level -2",Roma,Lazio,139,Italy,8,250.0,"41.969474, 12.540143",54,2022-12-14,41.969474,12.540143,41.969474,12.540143,2022,12
"Dem鋘ova, Slovakia",Dem鋘ovsk� cesta,Liptovsky Mikulas,巌lina,031 01,Slovakia,4,150.0,"49.054644, 19.578833",639,2019-11-29,49.054644,19.578833,49.054644,19.578833,2019,11
"Burnaby, BC",4657 Lougheed Highway,Burnaby,BC,V5C 3Z6,Canada,12,250.0,"49.267245, -122.998104",46,2022-03-14,49.267245,-122.998104,49.267245,-122.998104,2022,3
"Shijiazhuang - Aojitong, China","No. 312 Longquan East Road, Luquan District, Shijiazhuang City, Hebei",Shijiazhuang,Hebei,,China,2,150.0,"38.069571, 114.381893",89,2023-01-10,38.069571,114.381893,38.069571,114.381893,2023,1
"T鰎鰇b醠int, Hungary",Torb醙y u. 1,T鰎鰇b醠int,Central Hungary,2045,Hungary,12,250.0,"47.439444, 18.889835",175,2019-10-28,47.439444,18.889835,47.439444,18.889835,2019,10
"Ocean City, MD",12826A Ocean Gateway,West Ocean City,MD,21842,USA,8,250.0,"38.335586, -75.104509",2,2020-02-06,38.335586,-75.104509,38.335586,-75.104509,2020,2
"Lancaster, PA",518 Greenfield Rd,Lancaster,PA,17601,USA,8,250.0,"40.052622, -76.254776",107,2020-03-13,40.052622,-76.254776,40.052622,-76.254776,2020,3
"Greenville, NC",701 Moye Blvd,Greenville,NC,27834,USA,8,250.0,"35.6055, -77.4",23,2022-05-26,35.6055,-77.4,35.6055,-77.4,2022,5
"Koriyama, Japan",Fruit Peaks Koriyama Cosmos Street Store 3-174-1 Tsutsumi,Koriyama,Fukushima,,Japan,4,250.0,"37.395795, 140.332708",253,2021-12-31,37.395795,140.332708,37.395795,140.332708,2021,12
"Weihai - Weigao Plaza, China","Haibin North Road, No. 17, Xinwei Road, Huancui District, Weihai City, Shandong",Weihai,Shandong,,China,6,250.0,"37.503356, 122.117929",8,2022-09-14,37.503356,122.117929,37.503356,122.117929,2022,9
"Kiryat Ata, Israel","REDESIGN, 44 Derech, Haifa, Kiryat Ata",Kiryat Ata,Haifa,,Israel,8,250.0,"32.80717, 35.074958",4,2023-02-27,32.80717,35.074958,32.80717,35.074958,2023,2
"London - Park Royal (SC), UK",152 Dukes Road,London,England,W3 0SL,United Kingdom,16,250.0,"51.526668, -0.283421",45,2019-12-20,51.526668,-0.283421,51.526668,-0.283421,2019,12
"Hilpoltstein, Germany","An der Autobahn K 4, Autohof Hilpodrom",Hilpoltstein,Bavaria,91161,Germany,16,250.0,"49.160465, 11.26101",425,2015-07-01,49.160465,11.26101,49.160465,11.26101,2015,7
"London, ON",4350 Wellington Rd S,London,ON,N6E 2Z6,Canada,12,250.0,"42.917358, -81.208505",262,2020-03-24,42.917358,-81.208505,42.917358,-81.208505,2020,3
"Timaru, New Zealand",209/223 Hilton Hwy,Washdyke,Timaru,7910,New Zealand,6,120.0,"-44.354408, 171.238635",15,2019-10-10,-44.354408,171.238635,-44.354408,171.238635,2019,10
"Glendive, MT",1919 N Merrill Ave,Glendive,MT,59330,USA,8,250.0,"47.127042, -104.694456",642,2020-06-19,47.127042,-104.694456,47.127042,-104.694456,2020,6
"Walnut Creek - Plaza Escuela, CA",1181 Locust St,Walnut Creek,CA,94596,USA,24,72.0,"37.895277, -122.061828",50,2019-10-24,37.895277,-122.061828,37.895277,-122.061828,2019,10
"Elk Grove - Elk Grove Blvd, CA",8451 Elk Grove Blvd,Elk Grove,CA,95758,USA,16,250.0,"38.409389, -121.391028",11,2020-07-21,38.409389,-121.391028,38.409389,-121.391028,2020,7
"Kremmling, CO",605 Park Ave,Kremmling,CO,80459,USA,8,250.0,"40.059575, -106.387881",2247,2020-08-08,40.059575,-106.387881,40.059575,-106.387881,2020,8
"Milford - Southbound, CT",1 CT Turnpike S,Milford,CT,6460,USA,2,125.0,"41.246232, -73.010529",19,2012-12-16,41.246232,-73.010529,41.246232,-73.010529,2012,12
"Ashland, NH",158 Main St,Ashland,NH,3217,USA,8,250.0,"43.698101, -71.640119",163,2020-08-21,43.698101,-71.640119,43.698101,-71.640119,2020,8
"San Diego - Friars Rd, CA",7007 Friars Rd,San Diego,CA,92108,USA,48,250.0,"32.769144, -117.166271",11,2019-02-01,32.769144,-117.166271,32.769144,-117.166271,2019,2
"Mackinaw City, MI",801 S Huron Ave,Mackinaw City,MI,49701,USA,8,250.0,"45.77225, -84.7265",180,2020-06-10,45.77225,-84.7265,45.77225,-84.7265,2020,6
"Maple Shade, NJ",2801 Route 73 South,Maple Shade,NJ,8052,USA,8,250.0,"39.937134, -74.970511",17,2020-02-21,39.937134,-74.970511,39.937134,-74.970511,2020,2
"Brentwood - Old Hickory Blvd, TN",780 Old Hickory Blvd,Brentwood,TN,37027,USA,12,250.0,"36.042377, -86.777844",214,2020-09-06,36.042377,-86.777844,36.042377,-86.777844,2020,9
"Manteca - Spreckels Ave, CA",280 Spreckels Ave,Manteca,CA,95366,USA,12,250.0,"37.795975, -121.19771",13,2020-05-09,37.795975,-121.19771,37.795975,-121.19771,2020,5
"Metter, GA",1118 S Lewis St,Metter,GA,30349,USA,8,250.0,"32.378566, -82.062539",58,2019-11-27,32.378566,-82.062539,32.378566,-82.062539,2019,11
"Jinan - Xiyue Oriental Hotel, China","Ground parking lot, No. 44, Industrial South Road, Lixia District",Jinan,Shandong,,China,6,120.0,"36.68193597, 117.1250437",65,2021-01-22,36.68193597,117.1250437,36.68193597,117.1250437,2021,1
"Thunder Bay, ON",1221 Arthur St W,Thunder Bay,ON,P7K 1K2,Canada,6,250.0,"48.381058, -89.312285",192,2019-12-20,48.381058,-89.312285,48.381058,-89.312285,2019,12
"Beijing - Euro Plaza, China","Overground parking space at Euro Plaza, No. 99 Yuxiang Road, Tianzhu Town, Shunyi District",Beijing,Beijing,,China,6,120.0,"40.06687949, 116.5473488",27,2021-01-22,40.06687949,116.5473488,40.06687949,116.5473488,2021,1
"Tumwater, WA",2430 93rd Ave SW,Tumwater,WA,98512,USA,8,250.0,"46.952944, -122.935111",61,2020-03-19,46.952944,-122.935111,46.952944,-122.935111,2020,3
"Wareham, MA","Wareham Crossing, 2421 Cranberry Hwy",Wareham,MA,2571,USA,12,150.0,"41.775093, -70.744321",19,2020-01-15,41.775093,-70.744321,41.775093,-70.744321,2020,1
"Uden, Netherlands",Rondweg 2,Uden,North Brabant,5406 NK,Netherlands,12,250.0,"51.6714, 5.6031",17,2020-10-01,51.6714,5.6031,51.6714,5.6031,2020,10
"Taipei - Xindian District, Taiwan","No. 221, Section 3, Beixin Road,","Xindian District, New Taipei City",Taipei,,Taiwan,6,72.0,"24.98561, 121.539849",18,2019-10-08,24.98561,121.539849,24.98561,121.539849,2019,10
"Szeged, Hungary",Z醦or 鷗,Szeged,Southern Great Plain,6728,Hungary,8,150.0,"46.274152, 20.10498",77,2019-12-12,46.274152,20.10498,46.274152,20.10498,2019,12
"Madison, FL",3907 Southwest SR 14,Madison,FL,32340,USA,8,250.0,"30.43387, -83.4535",58,2021-12-31,30.43387,-83.4535,30.43387,-83.4535,2021,12
"Emporia, KS",1330 Industrial Rd,Emporia,KS,66801,USA,8,250.0,"38.414266, -96.216714",354,2020-05-27,38.414266,-96.216714,38.414266,-96.216714,2020,5
"Miskolc, Hungary",Pesti 鷗 9,Miskolc,Northern Hungary,3516,Hungary,8,150.0,"48.058139, 20.799306",111,2019-12-16,48.058139,20.799306,48.058139,20.799306,2019,12
"Manchester - South (SC), UK","396 Wellington Rd N, by Tesla store",Stockport,England,SK4 5AD,United Kingdom,8,250.0,"53.430295, -2.179375",69,2019-11-06,53.430295,-2.179375,53.430295,-2.179375,2019,11
"Minneapolis, MN",1600 New Brighton Blvd,Minneapolis,MN,55413,USA,10,250.0,"45.004609, -93.229542",265,2020-10-07,45.004609,-93.229542,45.004609,-93.229542,2020,10
"Bloomington, IN",3600 W Third St,Bloomington,IN,47404,USA,8,250.0,"39.166222, -86.579116",261,2020-02-25,39.166222,-86.579116,39.166222,-86.579116,2020,2
"Kitchener (SC), ON",663 Victoria St N,Kitchener,ON,N2H 5G3,Canada,8,250.0,"43.461295, -80.472305",323,2020-03-31,43.461295,-80.472305,43.461295,-80.472305,2020,3
"Rockford, IL",7200 Harrison Ave,Rockford,IL,61112,USA,8,150.0,"42.243896, -88.978877",238,2013-09-12,42.243896,-88.978877,42.243896,-88.978877,2013,9
"Yulin - Country Garden Phoenix Plaza, China","Phoenix Square, Second Ring North Road, Yuzhou District",Yulin,Guangxi,,China,6,120.0,"22.65864325, 110.1743199",83,2021-01-22,22.65864325,110.1743199,22.65864325,110.1743199,2021,1
"Miami - SW 24th Street, FL",6971 SW 24th St,Miami,FL,33155,USA,8,250.0,"25.7485018, -80.3084064",2,2020-01-30,25.7485018,-80.3084064,25.7485018,-80.3084064,2020,1
"Beijing - Shunyi Luohong Photographic Art Museum, China","Luohong Photography Art Gallery, Exit of Yanglin Toll Station, Tianzhulin Road, Shunyi District",Beijing,Beijing,,China,4,120.0,"40.04326761, 116.5745673",31,2021-01-22,40.04326761,116.5745673,40.04326761,116.5745673,2021,1
"Shanghai - Bailian Jiading Shopping Center, China","3172 Chengliu Middle Road, Jiading District",Shanghai,Shanghai,,China,10,120.0,"31.38649276, 121.2784261",3,2021-01-22,31.38649276,121.2784261,31.38649276,121.2784261,2021,1
"Shenzhen - Sunshine Technology Innovation Center, China","Intersection of Nanxin Road and Dongbin Road, Nanshan District",Shenzhen,Guangdong,,China,12,120.0,"22.51242022, 113.914151",6,2021-01-22,22.51242022,113.914151,22.51242022,113.914151,2021,1
"Baise - Andaman International Hotel, China","Underground parking lot of Andaman International Hotel, Youjiang District",Baise,Guangxi,,China,6,120.0,"23.88770076, 106.6296342",132,2021-01-22,23.88770076,106.6296342,23.88770076,106.6296342,2021,1
"Lincoln - Groveland Lane, CA",950 Groveland Ln,Lincoln,CA,95648,USA,8,250.0,"38.869969, -121.303187",44,2020-10-15,38.869969,-121.303187,38.869969,-121.303187,2020,10
"Sacramento - Freeport Blvd, CA",4700 Freeport Blvd,Sacramento,CA,95822,USA,8,250.0,"38.533691, -121.4961",6,2020-09-30,38.533691,-121.4961,38.533691,-121.4961,2020,9
"Guilin - Wanfu Plaza, China","Area C, Ground Floor, Wanfu Plaza Parking Lot, No. 90 Kaifeng Road, Xiangshan District",Guilin,Guangxi,,China,6,120.0,"25.21897801, 110.2883608",151,2021-01-22,25.21897801,110.2883608,25.21897801,110.2883608,2021,1
"Shenzhen - Wuhe Commercial Plaza, China","No. 80, Wuhe Avenue, Longgang District",Shenzhen,Guangdong,,China,6,120.0,"22.61991187, 114.0610438",82,2021-01-22,22.61991187,114.0610438,22.61991187,114.0610438,2021,1
"Darien - Southbound, CT",I-95 South after exit 10,Darien,CT,6820,USA,12,250.0,"41.067299, -73.504926",18,2013-06-19,41.067299,-73.504926,41.067299,-73.504926,2013,6
"Reno - N Sierra St, NV",303 N Sierra St,Reno,NV,89503,USA,16,250.0,"39.529389, -119.815667",1374,2019-12-24,39.529389,-119.815667,39.529389,-119.815667,2019,12
"Great Falls, MT",2301 14th St SW,Great Falls,MT,59404,USA,8,250.0,"47.48295, -111.337681",1023,2020-06-27,47.48295,-111.337681,47.48295,-111.337681,2020,6
"Miles City, MT",1815 S Haynes Ave,Miles City,MT,59301,USA,8,250.0,"46.390475, -105.823359",732,2020-06-18,46.390475,-105.823359,46.390475,-105.823359,2020,6
"Alpharetta, GA",5185 1st St,Alpharetta,GA,30009,USA,10,72.0,"34.071582, -84.275404",336,2020-01-08,34.071582,-84.275404,34.071582,-84.275404,2020,1
"Strathmore, AB",125F Ranch Market,Strathmore,AB,T1P 0A8,Canada,6,250.0,"51.038439, -113.378606",964,2019-12-20,51.038439,-113.378606,51.038439,-113.378606,2019,12
"Upsala, ON",4810 Highway 17,Upsala,ON,P0T 2Y0,Canada,6,250.0,"49.041581, -90.468786",484,2019-12-21,49.041581,-90.468786,49.041581,-90.468786,2019,12
"Northbrook, IL",840 Willow Rd,Northbrook,IL,60062,USA,8,250.0,"42.107745, -87.802496",195,2020-03-18,42.107745,-87.802496,42.107745,-87.802496,2020,3
"Revere, MA",40 Furlong Dr,Revere,MA,2151,USA,8,250.0,"42.398547, -71.00021",3,2020-04-11,42.398547,-71.00021,42.398547,-71.00021,2020,4
"Mojave - Sierra Hwy, CA",16246 Sierra Hwy,Mojave,CA,93501,USA,12,250.0,"35.056876, -118.174706",845,2022-08-18,35.056876,-118.174706,35.056876,-118.174706,2022,8
"Auburn, WA",1101 Outlet Collection Way SW,Auburn,WA,98001,USA,12,150.0,"47.297976, -122.248274",25,2019-10-22,47.297976,-122.248274,47.297976,-122.248274,2019,10
"Riverside - Canyon Springs Pkwy, CA",2755 Canyon Springs Pkwy,Riverside,CA,92507,USA,16,250.0,"33.939957, -117.282508",486,2020-02-25,33.939957,-117.282508,33.939957,-117.282508,2020,2
"Egilssta餴r, Iceland",Kaupvangur 7,Egilssta餴r,Eastern Region,700?,Iceland,2,150.0,"65.259594, -14.407004",41,2021-06-11,65.259594,-14.407004,65.259594,-14.407004,2021,6
"F髏, Hungary",Feh閞k? utca 1.,F髏,Central Hungary,2151,Hungary,12,250.0,"47.580072, 19.16243",124,2019-10-28,47.580072,19.16243,47.580072,19.16243,2019,10
"Huittinen, Finland","ABC gas station, Loimijoentie 89",Huittinen,Satakunta,32700,Finland,6,250.0,"61.16844, 22.680099",50,2019-10-16,61.16844,22.680099,61.16844,22.680099,2019,10
"Larissa South, Greece","Fashion City Outlet, 4th km K. Karamanli Palaia Ave., EO1, Larisa",Larissa,Thessaly,413 35,Greece,8,250.0,"39.605426, 22.441458",77,2023-02-10,39.605426,22.441458,39.605426,22.441458,2023,2
"Anaheim - E Katella Ave, CA",2404 E Katella Ave,Anaheim,CA,92806,USA,16,250.0,"33.805168, -117.882173",49,2019-12-24,33.805168,-117.882173,33.805168,-117.882173,2019,12
"Staten Island - Veterans Rd W, NY",2925 Veterans Rd W,Staten Island,NY,10309,USA,12,150.0,"40.527562, -74.231359",30,2019-12-31,40.527562,-74.231359,40.527562,-74.231359,2019,12
"Helena, MT",3120 Queen Anns St,Helena,MT,59602,USA,8,250.0,"46.618173, -112.007628",1160,2020-06-26,46.618173,-112.007628,46.618173,-112.007628,2020,6
"Kokomo, IN",2301 E Markland Ave,Kokomo,IN,46901,USA,8,250.0,"40.475169, -86.101306",249,2020-02-25,40.475169,-86.101306,40.475169,-86.101306,2020,2
"Chicoutimi, QC",1562 Boul Talbot,Chicoutimi,QC,G7H 4C2,Canada,8,150.0,"48.401913, -71.062556",102,2020-02-01,48.401913,-71.062556,48.401913,-71.062556,2020,2
"Princeton, BC",136 Tapton Ave,Princeton,BC,V0X 1W0,Canada,8,250.0,"49.457882, -120.506224",640,2020-12-26,49.457882,-120.506224,49.457882,-120.506224,2020,12
"Miami - South Dixie Highway, FL",8312 Dixie Highway,Miami,FL,33143,USA,12,72.0,"25.693198, -80.304898",3,2020-06-11,25.693198,-80.304898,25.693198,-80.304898,2020,6
"Flachau, Austria",Unterberggasse 240,Flachau,Salzburg,5542,Austria,18,125.0,"47.354626, 13.386021",920,2017-09-30,47.354626,13.386021,47.354626,13.386021,2017,9
"Ashburn, VA",43300 Southern Walk Plaza,Ashburn,VA,20148,USA,8,250.0,"39.008466, -77.504972",99,2020-02-20,39.008466,-77.504972,39.008466,-77.504972,2020,2
"Richmond, IN",2507 Chester Blvd,Richmond,IN,47374,USA,8,250.0,"39.868255, -84.886326",334,2020-04-08,39.868255,-84.886326,39.868255,-84.886326,2020,4
"Ehrenberg, AZ",14320 Frontage Rd N,Ehrenberg,AZ,85334,USA,8,250.0,"33.601666, -114.522376",101,2019-11-27,33.601666,-114.522376,33.601666,-114.522376,2019,11
"South Padre Island, TX",100 Padre Blvd,South Padre Island,TX,78597,USA,2,72.0,"26.081436, -97.16109",5,2019-11-12,26.081436,-97.16109,26.081436,-97.16109,2019,11
"White Marsh, MD",5361 Nottingham Dr.,White Marsh,MD,21236,USA,8,250.0,"39.373985, -76.443133",22,2020-06-26,39.373985,-76.443133,39.373985,-76.443133,2020,6
"Forks, WA",100 Fern Hill Rd,Forks,WA,98331,USA,8,250.0,"47.942522, -124.384748",93,2020-03-30,47.942522,-124.384748,47.942522,-124.384748,2020,3
"Brno, Czech Republic",U d醠nice 777,Mod?ice,South Moravian,664 42,Czech Republic,8,250.0,"49.138336, 16.630748",190,2019-12-06,49.138336,16.630748,49.138336,16.630748,2019,12
"Leeds - Whitehouse St (SC), UK",7 Whitehouse Street,Leeds,England,LS10 1AD,United Kingdom,8,250.0,"53.784591281445174, -1.532506942749",26,2020-08-05,53.784591281445174,-1.532506942749,53.784591281445174,-1.532506942749,2020,8
"Woodcliff Lake, NJ",441 Chestnut Ridge Rd,Woodcliff Lake,NJ,7677,USA,8,250.0,"41.04175, -74.073701",127,2021-02-12,41.04175,-74.073701,41.04175,-74.073701,2021,2
"Conifer, CO",25637 Conifer Rd,Conifer,CO,80433,USA,8,250.0,"39.544083, -105.289972",2465,2020-09-05,39.544083,-105.289972,39.544083,-105.289972,2020,9
"Fargo, ND",5680 23rd Ave S,Fargo,ND,58104,USA,8,250.0,"46.843601, -96.882492",276,2020-05-29,46.843601,-96.882492,46.843601,-96.882492,2020,5
"North Wales, PA",593 DeKalb Pike,North Wales,PA,19454,USA,8,250.0,"40.219356, -75.247211",142,2021-11-25,40.219356,-75.247211,40.219356,-75.247211,2021,11
"Huludao - Feitian Shopping Mall, China",No.48 Longwan Road,Huludao,Liaoning,,China,6,120.0,"40.722306, 120.850364",9,2019-11-12,40.722306,120.850364,40.722306,120.850364,2019,11
"Gilman, IL",1043 S Crescent St,Gilman,IL,60938,USA,8,250.0,"40.752202, -87.996464",199,2020-05-06,40.752202,-87.996464,40.752202,-87.996464,2020,5
"Panama City Beach, FL",14100 Panama City Beach Parkway,Panama City Beach,FL,32413,USA,8,250.0,"30.211432, -85.849367",9,2020-08-28,30.211432,-85.849367,30.211432,-85.849367,2020,8
"Seljord, Norway",Ingrid Slettens veg 20 by Sj鴒rmen Kro,Seljord,Vestfold og Telemark,3840,Norway,12,250.0,"59.48116271911978, 8.6362650990486",123,2022-06-09,59.48116271911978,8.6362650990486,59.48116271911978,8.6362650990486,2022,6
